Protein	Protein.ID	Entry.Name	Gene	CtrlA1	CtrlA10	CtrlA11	CtrlA12	CtrlA2	CtrlA3	CtrlA4	CtrlA5	CtrlA6	CtrlA7	CtrlA8	CtrlA9	CtrlB1	CtrlB10	CtrlB11	CtrlB12	CtrlB2	CtrlB3	CtrlB4	CtrlB5	CtrlB6	CtrlB7	CtrlB8	CtrlB9	CtrlC1	CtrlC10	CtrlC11	CtrlC12	CtrlC2	CtrlC3	CtrlC4	CtrlC5	CtrlC6	CtrlC7	CtrlC8	CtrlC9	CtrlD1	CtrlD10	CtrlD11	CtrlD12	CtrlD2	CtrlD3	CtrlD4	CtrlD5	CtrlD6	CtrlD7	CtrlD8	CtrlD9	TrtdA1	TrtdA10	TrtdA12	TrtdA2	TrtdA3	TrtdA4	TrtdA5	TrtdA6	TrtdA7	TrtdA8	TrtdA9	TrtdB1	TrtdB10	TrtdB11	TrtdB12	TrtdB2	TrtdB3	TrtdB4	TrtdB5	TrtdB6	TrtdB7	TrtdB8	TrtdB9	TrtdC1	TrtdC10	TrtdC11	TrtdC12	TrtdC2	TrtdC3	TrtdC4	TrtdC5	TrtdC6	TrtdC7	TrtdC8	TrtdC9	TrtdD1	TrtdD10	TrtdD11	TrtdD12	TrtdD2	TrtdD3	TrtdD4	TrtdD5	TrtdD6	TrtdD7	TrtdD8	TrtdD9	TrtdtA11
sp|Q70FJ1|AKAP9_MOUSE	Q70FJ1	AKAP9_MOUSE	Akap9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15122.411	0	0	0	0	0	0	0	27800.236	0	0	0	0	0	0	0	22238.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21465.377	0	20205.195	0	0	0	0	0	0	0	0	0	18759.512	0
sp|Q71FD7|FBLI1_MOUSE	Q71FD7	FBLI1_MOUSE	Fblim1	31918.895	27759.186	35794.4	0	27833.035	35750.836	0	41708.43	0	0	0	43505.4	26787.727	41419.52	0	0	28452.562	0	39410.6	33509.637	0	19618.95	47096.938	39603.94	0	0	0	33215.56	0	0	0	0	0	0	0	0	0	0	0	0	34483.965	0	0	0	0	0	35920.22	0	0	87139.82	52513.76	0	48279.94	0	62582.875	29716.213	61843.02	60691.242	70455.39	69726.586	33767.574	66967.836	43176.367	0	0	33821.113	33827.375	88229	38211.227	40183.484	60994.836	38892.63	38632.336	40081.848	39476.668	42752.746	37465.832	57079.184	32059.098	52957.168	34568.023	43555.168	31323.273	48299.41	31173.04	0	15075.598	38308.465	0	0	25184.172	72039.336	50773.566	0	53240.156	28585.578
sp|Q71LX4|TLN2_MOUSE	Q71LX4	TLN2_MOUSE	Tln2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13775.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28297.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q75NR7|RECQ4_MOUSE	Q75NR7	RECQ4_MOUSE	Recql4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q76KJ5|RPA34_MOUSE	Q76KJ5	RPA34_MOUSE	Polr1g	58398.137	52365.863	23639.53	30525.266	25051.936	0	0	42679.09	0	0	39698.58	30431.21	40523.062	35412.21	0	52870.465	38507.754	0	0	33869.758	0	45819.6	33839.66	88487.23	20380.979	0	41209.38	53600.176	0	0	0	0	0	68361.83	953485.1	0	895899.4	0	0	0	61883.58	0	0	0	0	69220.89	52455.434	27172.396	0	77887.39	90865.76	42450.906	68343	0	88750.65	44412.9	80715.484	116722.2	56225.688	52637.555	67504.87	99941.555	61908.703	0	746465.4	49371.027	47869.902	97676.555	74432.266	53659.016	65577.56	42705.516	66007.8	49458.805	88788.94	59895.758	75284.57	153255.5	53166.637	45618.562	52384.805	73968.77	66589.36	47674.945	54065.08	0	0	77949.52	0	0	0	123776.984	56771.035	0	79034.26	0
sp|Q76LS9|MINY1_MOUSE	Q76LS9	MINY1_MOUSE	Mindy1	34634.918	0	26171.994	18782.348	0	30884.557	0	24280.02	0	19127.576	16198.013	23491.818	29268.521	0	33643.75	18412.084	0	0	19862.238	21550.822	21546.88	15051.312	0	13552.16	0	0	20511.338	21913.209	0	0	0	0	0	0	13358.817	0	0	0	0	0	0	0	0	0	0	17241.133	0	10355.41	0	54545.918	49373.8	16213.542	0	0	37415.363	40758.527	40313.12	47994.797	48830.004	45223.418	33092.754	42597.906	71977.29	0	9639.067	35194.414	47823.86	27383.387	33130.242	23884.494	33514.203	43584.523	37088.234	0	63812.53	0	0	42134.516	26363.834	42320.16	36872.65	56749.39	45089.5	30087.61	29467.44	0	0	38347.812	0	0	0	44804.01	20922.18	0	30092.15	0
sp|Q76MZ3|2AAA_MOUSE	Q76MZ3	2AAA_MOUSE	Ppp2r1a	386769.3	348692.06	388013	286324.7	239641.2	390370.84	0	358964.88	0	259044.27	300950.34	308166.66	391201.8	386723.8	482863.06	268490	419435.56	0	344853.84	306338.3	209300.31	338761.56	322364.72	360978.78	289536.03	0	343460.22	368394.47	387062.06	226287.83	0	0	0	359269.88	242057.77	0	71515.375	0	0	0	474891	0	0	0	0	307044.56	503717.56	238843	0	879096.56	627665.6	171023.48	520805.88	0	540605.7	538912	848808.56	718852.06	715543.4	854929.56	549859	896170.94	936195.75	19241.588	134133.38	606764.44	622026.44	838114.44	664368.6	390135.75	768639.56	563160.94	539539.1	611695.2	690051.25	564977.9	495315.2	727267.25	465862.38	570964.75	650735.9	761027.4	678408.5	498413.4	584636.2	135986.31	79625.75	525014.75	0	87669.414	42721.83	767299.2	516157.06	491445.94	599071.5	44556.734
sp|Q78HU7|GLPC_MOUSE	Q78HU7	GLPC_MOUSE	Gypc	105810.29	45891.402	61132.016	37761.8	0	69000.03	0	43261.367	0	58701.22	41465.953	114981.586	51420.465	78298.86	112234.586	109833.945	35392.82	0	38165.32	30401.156	0	46643.49	0	54084.582	35921.09	0	53336.45	85209.06	52978.145	34795.543	0	0	0	84473.11	41310.836	0	0	0	0	0	96042.695	0	0	0	0	56473.52	81897.18	0	0	170558.4	138237.75	77787.41	112080.98	0	91671.1	104239.71	109432.16	100378.29	100105.15	109268.26	151192.86	143616.25	131272.9	0	141437.83	155517.19	118268.664	103190.77	122783.836	71442.44	136509.47	124897.71	98809.91	122042.914	129553.445	85331.516	99343.73	152403.98	78796.484	107721.52	119893.16	135689.72	97496.9	107849.12	105299.125	0	179224.95	153692.48	0	0	151796.9	115516.75	74605.5	0	120680.15	190146.7
sp|Q78IK2|ATPMK_MOUSE	Q78IK2	ATPMK_MOUSE	Atp5mk	71631.62	50943.37	74288.79	57514.71	33657.676	48819.605	0	57456.504	0	48494.49	33004.805	60434.69	73782.92	65195.91	83678.33	72993.71	66088.48	0	54235.074	54908.21	41177.52	55015.617	72994.27	71200.56	0	0	76720.17	73870.25	54523.977	0	0	0	0	86611.43	59520.492	0	0	0	0	0	77098.37	0	0	0	0	52733.887	82750.44	0	0	204642.44	153594.8	113116.836	136395.75	0	148142.28	136180.86	152030.38	159485.72	175346.89	250034.45	134970.97	211962.83	193627.42	0	253762.66	184135.23	125207.3	230123.42	128663.95	100631.48	170618.9	139460.7	134412.73	119459.02	188489.3	133321.06	119595.34	193990.75	132395.1	138464.3	136671.22	197756.5	176849.4	138113.45	118931.94	0	332817.66	141289.94	0	0	216081.67	184559.33	155025.08	117193.164	130337.97	242066.14
sp|Q78IK4|MIC27_MOUSE	Q78IK4	MIC27_MOUSE	Apool	33346.438	22540.297	49974.02	24056.846	25351.553	30071.953	0	34947.637	0	38936.918	37349.445	34137.023	22483.713	21699.098	0	45631.188	35020.508	0	19870.008	21520.602	14082.992	43253.324	23203.465	34461.57	0	0	27070.37	22385.068	31810.217	0	0	0	0	45390.938	23295.818	0	0	0	0	0	38638.29	0	0	0	0	27431.57	45834.824	25639.365	0	88198.57	90542.04	48970.465	51868.98	0	58602.676	61544.53	80514.01	93579.766	68099.73	122031.56	57639.99	103152.35	77908.99	0	73586.02	66816.91	50607.215	90134.875	39093.363	31983.516	59203.76	53300.48	53751.574	75130.24	69525.28	34275.695	60944.688	68266.57	50720.457	60843.84	79855.18	90028.07	89435.664	41424.574	56390.105	0	140604.97	43618.895	0	0	83228.555	89449.96	51209.98	0	97261.1	104418.87
sp|Q78JW9|UBFD1_MOUSE	Q78JW9	UBFD1_MOUSE	Ubfd1	56143.61	21064.338	80643.74	30803.959	28333.092	56190.06	0	31612.352	0	0	0	40996.57	29193.525	34120.727	0	42955.83	60639	0	50521.39	27385.654	0	23683.172	21662.127	30399.85	0	0	28641.975	41254.242	50792.77	27215.244	0	0	0	34814.402	0	0	0	0	0	0	50818.168	0	0	0	0	34889.418	45021.45	24808.271	0	68532.27	64490.145	0	39700.977	0	32594.61	45217.61	40531.266	55509.605	50947.52	105407.71	33086.1	68992.2	73819.555	0	0	29737.229	0	56233.734	46669.176	34350.016	55742.473	40385.438	39223.91	39942.258	58756.67	27253.672	26890.508	40357.867	19968.572	38220.03	26478.537	33219.734	43044.42	27560.836	26600.588	0	0	32959.395	0	0	0	71715.92	0	0	53288.957	0
sp|Q78PY7|SND1_MOUSE	Q78PY7	SND1_MOUSE	Snd1	575687.4	470864.72	671368.7	416532.97	287735.38	406068.28	0	434066.12	0	377727.84	446409.12	555041.75	466151.47	570118.8	625814.75	568322.5	520499.84	0	254793.17	355444.1	234745.52	523768	409617.9	426881.75	326180.47	0	532154.3	494034.9	386806.7	314438.88	0	0	0	484142.3	291037.44	0	55929.38	0	0	0	600732.25	0	0	0	0	408567.84	648254.94	374377.3	0	1241694.4	973345.9	287341.3	410042.2	0	476288.72	400203.56	792912.56	1018817.56	659240.44	1023753.44	511445.38	943144.94	900687.2	42608.195	67886.89	581949.1	428700.88	771360.6	414361.38	390777.56	600146.06	587292.9	681760.9	751102.3	583646.06	507247.78	397939.78	1013055.4	367817.25	820633.9	833734.8	809121	795108.8	283823.28	446626.84	72230.3	36524.32	640220.8	0	59287.082	30180.201	1144022	300171.1	663488.7	542882.75	87268.42
sp|Q78XF5|OSTC_MOUSE	Q78XF5	OSTC_MOUSE	Ostc	0	37450.15	0	0	0	0	0	0	0	48216.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125905.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151204.19	173658.52	74133.44	0	0	146681.22	152781.22	173700.06	0	0	201547.53	141133.45	218810.05	214139.84	0	0	0	0	0	0	0	0	0	108234.05	162386.36	0	101192.93	0	0	0	115805.53	0	0	0	0	92429.06	0	0	0	0	0	0	258030.33	70706.125	0	0	179694.4
sp|Q78YZ6|SCOC_MOUSE	Q78YZ6	SCOC_MOUSE	Scoc	0	0	0	0	0	0	0	0	0	0	0	30250.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239121.67	0	0	0	105045.68	0	71054.92	0	0	0	0	0	190349.06	0	0	0	19094.936	0	0	0	0	0	0	0	0	29661.385	0	0	0	107954.125	0	0	0	0
sp|Q78ZA7|NP1L4_MOUSE	Q78ZA7	NP1L4_MOUSE	Nap1l4	136201.08	100564.375	134587.22	81528.78	65182.793	88540.37	0	97615.99	0	67799.21	113036.63	111017.96	95977.89	163087.77	144735.16	103184.25	123653.17	0	85748.23	78408.164	60629.46	101609.875	111018.41	117734.72	77651.68	0	117715.48	118276.414	85737.95	65417.88	0	0	0	131816.39	40497.805	0	35353.41	0	0	0	146379.6	0	0	0	0	98625.45	159893.38	40408.28	0	263003.88	214792.4	0	164575.5	0	189137.95	140632.31	214336.39	239892.92	157882.17	287228	189759.16	262840.88	237991.48	0	35322.074	161001.19	141562.27	259045.58	172775.14	111245.47	163221.89	139995.14	109158.8	180580.66	229966.77	151297.23	136806.58	193633.62	116799.7	212085.1	178629.66	282310.9	165951.66	153314.55	129702.74	38276.793	26777.139	174958	0	16153.148	0	211020.05	125410.45	3851731.8	176094.25	0
sp|Q791T5|MTCH1_MOUSE	Q791T5	MTCH1_MOUSE	Mtch1	100995.68	93549.3	99067.01	83867.76	104444.98	105101.62	0	101840.48	0	95791.805	72907.13	95047.445	99787.51	96820.21	106605.4	103537.22	92791.4	0	86431.44	86011.56	60529.66	104266.95	95361.664	112959.7	59668.285	0	93557.62	105966.02	105958.76	96020.14	0	0	0	121018.21	68159.34	0	0	0	0	0	114256.18	0	0	0	0	100567.27	148536.23	72487.62	0	226949.61	209856.9	99666.54	176518.86	0	178660.73	168006.6	270993.53	177080.47	192853.73	262044.42	150310.4	263046.28	208064.2	0	74524.58	177146.45	167392.56	216721.22	160776.44	148172.03	244046.02	164459.42	169613.5	197632.22	196466.14	166414.92	160403.75	251995.1	131971.78	148340.89	163401.53	230418.64	171499.28	151091.42	194492.2	16408.94	62339.445	137192.27	0	0	244146.33	262420.38	148576.42	0	231025.23	291398.44
sp|Q791V5|MTCH2_MOUSE	Q791V5	MTCH2_MOUSE	Mtch2	59674.086	49421.457	81402.62	27034.504	33134.7	51056.79	0	49473.273	0	43238.266	39470.17	76990.055	48044.535	60279.61	53676.28	67385.85	59486.52	0	53414.594	45513.44	33058.14	52191.266	61172.22	48980.445	35240.562	0	57277.33	50959.05	48221.336	30407.166	0	0	0	61482.277	33815.027	0	0	0	0	0	72676.55	0	0	0	0	43266.547	71011.46	43266.96	0	169350.55	139955.33	92114.516	86350.48	0	112268.15	105936.625	130949.055	150552.97	110852.69	142970.39	126930.47	142931.72	170837.92	0	171198.42	131139.9	83587.27	164055.28	86403.555	119497.71	134870.88	106128.17	102213.03	132856.88	132698.64	124921.78	101745.53	121663.8	78021.164	108852.43	66521.984	172017.88	123332.65	90143.555	98372.82	0	311385.06	110209.47	0	0	156323.48	149644.19	88531.805	197178.3	128694.62	159242.22
sp|Q7TMB8|CYFP1_MOUSE	Q7TMB8	CYFP1_MOUSE	Cyfip1	73720.05	68802.55	76348.01	47775.445	45374.98	66600.2	0	54601.12	0	49326.605	49801.203	61438.902	56195.945	49529.082	63927.8	53305.22	59526.234	0	61623.32	55727.23	38209.867	62704.363	73560.75	65386.715	38654.184	0	56388.24	64701.01	53294.094	55881.676	0	0	0	62790.426	51798.543	0	0	0	0	0	64067.594	0	0	0	0	59103.098	75225.82	35677.223	0	138920.84	125892.234	45759.79	100442.94	0	108810.76	92785.6	146899.83	146661.95	126443.305	161778.36	118229.55	154341.66	153848.12	0	53669.5	97935.41	93475.58	137366.97	101668.04	72356.21	125916.81	96146.74	100974.4	136305.1	138197.69	107886.89	88980.61	143409.5	79324.72	100040.39	108101.336	129397.5	121208.28	85138.45	96584	0	21781.027	98002.016	0	25189.408	32064.502	151835.25	71614.05	171257.48	117722.84	41082.926
sp|Q7TMF3|NDUAC_MOUSE	Q7TMF3	NDUAC_MOUSE	Ndufa12	55060.332	33489.383	53535.48	38398.17	0	40798.793	0	49539.418	0	32938.68	37296.633	40317.547	43848.395	32164.727	63075.86	47765.363	65851.62	0	35608.77	39987.773	25201.797	53027.926	38099.234	42998.65	39358.47	0	44053.645	0	38393.92	26494.494	0	0	0	45256.01	0	0	0	0	0	0	49702.17	0	0	0	0	40517.668	73174.66	31751.943	0	109109.805	98248.99	62040.36	86643.586	0	53990.086	70360.32	122482.79	119978.836	74849.695	141981.73	84131.766	176085.17	129948.07	0	132183.44	120332.26	90281.59	144466.31	70656.08	56848.438	124243.164	78281.04	69512.875	84706.31	157999.78	81445.06	72854.61	95418.41	64912.605	93415.336	85030.56	153140.9	101987.71	70786.555	93294.06	10453.514	275273.38	84648.67	0	0	89511.13	98829.086	63401.844	0	107709.94	103936.15
sp|Q7TMI3|UHRF2_MOUSE	Q7TMI3	UHRF2_MOUSE	Uhrf2	320237.5	285119.16	274750.53	243414.33	252049.52	0	0	288747.9	0	256546.64	240029.47	247575.98	279350	285816.28	0	213927.25	299724	0	218553.77	249177.84	147893.23	310621.38	338995.47	295635.53	0	0	221443.2	263174.3	0	249798.33	0	0	0	265529.34	187501.27	0	0	0	0	0	318447.72	0	0	0	0	268832.34	401331.75	0	0	671492.6	567749.94	320876.8	406034.5	0	482291.44	427976.8	592229.4	598239.1	590648.2	711821.8	466099.12	547518.44	542595.5	0	0	515979.72	588591.6	707069.3	630084.56	316108.56	627337.25	510645.72	468246.75	502165.72	439210.9	580260.44	350160.16	575567.2	373996.47	430801.2	512892	591759.06	539727.56	374881.6	326873.88	89359.2	0	453702.66	0	0	0	605234.3	367863.75	0	443410.12	0
sp|Q7TMK9|HNRPQ_MOUSE	Q7TMK9	HNRPQ_MOUSE	Syncrip	418908.1	286627.66	376656.66	268708.8	189677.23	274495.84	0	337231	0	217768.69	261618.08	367614.8	304563.66	376612.1	388977.1	342090.38	344540.34	0	152084.53	253344.61	202234.66	355190.5	337528.3	299755.25	200336	0	354827.8	376244.2	226369.72	231290.25	0	0	0	325858.62	221157.17	0	33837.195	0	0	0	426018.84	0	0	0	0	262770.6	451849.2	194867.52	0	792212.4	615187.9	334707	493408	0	569536.8	656320.3	697107.25	765617.4	620604.6	646163	488566.56	770586	802112.44	14724.543	69218.31	492070.34	474051.97	690611.1	575928.6	360403.28	697329.8	487010.44	523122.53	591691.5	547525.94	547047.4	390300.78	687988.06	451142.88	530529.4	617492.5	856174.9	675061.25	379127.56	435649.97	44781.82	44578.094	471747.62	0	25736.686	44388.84	861442.1	394690.2	442383.4	445019.44	222017.98
sp|Q7TMM9|TBB2A_MOUSE	Q7TMM9	TBB2A_MOUSE	Tubb2a	1175263.9	872887.25	846082.5	676763.4	570197	1751797.4	0	917406.3	0	1347999.2	1064380.8	1621275	830986.75	537396.56	1059935.2	1094128.5	1505517.2	0	545756.25	697372.4	584301.9	839759.56	292518.6	1678740	797747	0	1383123.4	897866.56	719481.94	598446.44	0	0	0	1237859.6	693187.3	0	111018.61	0	0	0	1674654.1	0	0	0	0	922757.6	1135515.8	582541.94	0	3387277.8	2760476.8	397124.06	1806181.2	0	2088193.8	2344780	5994761.5	3595344	2539872.2	3621189	2519693.8	3708013.8	4521381	0	238449.31	2006046.2	1670894.2	2421657	1859711.4	1969661.1	3731755.2	2319694.8	2103291.5	2891298.8	2548391.8	1995289.5	1501900.8	1989717.1	1448184.1	2169420.8	3268271.2	3325957.8	1564018.8	971245.4	2333072.5	407760.34	96283.25	3233112.8	0	92013.63	0	3290208.8	1088160.4	2043784.6	2556922.2	135807.61
sp|Q7TMY7|IPO8_MOUSE	Q7TMY7	IPO8_MOUSE	Ipo8	0	0	0	0	0	12744.132	0	0	0	0	14758.866	0	0	0	0	0	21459.031	0	0	0	0	0	0	11559.873	0	0	0	0	14889.823	0	0	0	0	14917.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19445.355	24574.457	0	22378.492	0	21111.879	0	18127.59	0	33764.42	21389.68	19312.951	26042.318	25268.549	0	13564.375	24520.512	24001.531	33141.285	24793.676	0	20608.287	16810.613	18270.639	23727.086	25882.494	0	0	40624.742	22318.17	17248.771	15102.369	30727.213	17052.418	21649.47	15583.044	0	0	0	0	0	0	26567.875	16815.5	0	18342.777	14696.566
sp|Q7TMY8|HUWE1_MOUSE	Q7TMY8	HUWE1_MOUSE	Huwe1	1000116.2	961444.8	1248375.4	649102.1	480237.03	1065114.1	0	1242833.8	0	878431.06	796347.06	854565.3	937385.94	1022963.5	2643934.5	571088.1	930859.75	0	718225.8	697329.06	879527.6	1031269.9	568661.8	953459.7	1545830.8	0	920293.5	762525	1060692.2	483303.8	0	0	0	680965.44	627252.5	0	151630.19	0	0	0	1040391	0	0	0	0	737312	1317151	318295.78	0	1979478.4	1471418.9	827679.9	1045199.56	0	1438385.5	1126765	1548155.9	1747956.8	1524302.2	1688812.1	1287723	1828534	1637101.1	41065.047	361962.6	1126081.9	1035024.8	1321676.8	1205138.9	726293.06	1693295	1162751	1069194.8	1215147.4	1545958.4	957326.44	917271.75	1365208.9	862128.9	1287000.5	1750975.8	1503781.4	1239374	948453.56	915673.06	281210.3	256868.66	1310110.5	0	138750.45	147525.02	1400719.2	941215.44	0	1037701.3	450455.66
sp|Q7TNC4|LC7L2_MOUSE	Q7TNC4	LC7L2_MOUSE	Luc7l2	334469.78	241740.5	320512.34	249384.2	172453.7	264378.56	0	300608.28	0	254751.19	245674.88	274899.66	273350.38	281670.25	416351.9	294492.03	321053.7	0	250339.25	239153.16	183266.17	260126.6	256742.84	254601.73	214773.58	0	231353.22	261060.8	247002.28	195766.42	0	0	0	282598.72	204983.83	0	0	0	0	0	315911.4	0	0	0	0	290080.03	346946.4	164233.17	0	676597.1	578902.7	420646.4	404962.8	0	475868.62	371220.3	587865.6	552973.06	596884.2	587701.5	470364.9	564355.7	598305.2	18247.535	0	525815.44	307733.84	631598.06	429750.84	598616.6	466544.38	558184	474528.47	582718.1	498608.6	472370.5	313669.84	502056.44	325126.8	534720.8	435644.62	866149.4	517556.28	487622.97	441611.2	18407.512	10405.188	529536.2	0	95002.87	9505.464	640731.1	514219.9	643299.9	473380.44	60429.45
sp|Q7TNE3|SPAG7_MOUSE	Q7TNE3	SPAG7_MOUSE	Spag7	45864.85	35976.035	30123.441	0	21045.018	33198.734	0	39118.37	0	25882.38	31049.71	17648.227	31957.371	35230.73	0	0	39594.84	0	27369.713	26292.465	20344.871	33840.11	36031.797	26966.117	27612.12	0	26877.572	31511.52	27458	24073.758	0	0	0	36281.867	27445.404	0	0	0	0	0	36571.04	0	0	0	0	26101.307	43526.434	0	0	52582.836	33539.3	0	39178.906	0	62024.844	32829.207	37941.766	63422.215	39678.945	58043.918	34944.32	35175.207	44063.22	0	0	35039.75	49062.555	43241.04	25291.229	26185.479	38485.406	29807.998	32274.607	26855.053	46345.12	44907.754	38095.168	34072.73	48528.797	38847.25	20350.88	78585.86	31587.617	48641.016	40998.13	0	0	46580.09	0	0	0	35841.027	40245.277	0	43966.41	0
sp|Q7TNG5|EMAL2_MOUSE	Q7TNG5	EMAL2_MOUSE	Eml2	50134.613	42604.082	46686.773	0	0	39961.61	0	35777.36	0	22657.193	33746.055	37558.24	47304.98	37607.74	0	46889.95	41097.984	0	0	0	0	48191.438	39955.965	0	0	0	0	0	39714.97	0	0	0	0	52223.438	0	0	0	0	0	0	61393.594	0	0	0	0	0	67000.516	0	0	87852.4	124928.43	0	78409.516	0	55821.01	52297.36	151304.25	141267	95129.33	94175.99	73081.62	122874.06	138755.83	0	0	78132.586	117590.29	121339.59	54887	0	113222.76	98998.13	75604.586	98706.77	95239.625	98476.41	51097.08	105551.79	69344.14	119886.305	88369.54	135438.75	72352.16	71953.97	78831.2	0	0	86830.24	0	0	0	128891.22	68296.66	0	102962.92	0
sp|Q7TNP2|2AAB_MOUSE	Q7TNP2	2AAB_MOUSE	Ppp2r1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q7TNS2|MIC10_MOUSE	Q7TNS2	MIC10_MOUSE	Micos10	72652.84	34886.93	110248.34	50717.918	20079.508	92691.45	0	64141.938	0	40425.117	51541.71	54884.86	35959.984	66840.66	121673.445	55843.72	57421.58	0	46887.64	36954.18	25068.912	50882.73	44845.37	69267.54	0	0	62080.91	58572.375	49188.47	37676.06	0	0	0	86680.34	34909.957	0	0	0	0	0	76695.2	0	0	0	0	54308.73	84354.92	23044.287	0	155560.53	114436.75	69580.77	95505.016	0	125834.695	66462.695	144452.64	126042.28	86021.484	191341.44	102875.97	159180.5	148313.58	0	164820.73	112759.13	76493.336	173990.5	64378.438	101794	151612.6	83459.58	88817.73	96458.72	157618.02	85103.98	90542.47	86518	59738.844	88803.125	75110.2	161043.42	108062.18	78850.06	104538.95	0	147463.27	74031.61	0	0	122229.54	213388.06	102656.805	0	153099.81	152226.5
sp|Q7TNV0|DEK_MOUSE	Q7TNV0	DEK_MOUSE	Dek	105582.66	68052.31	52771.75	58390.742	48175.65	42356.41	0	81891.02	0	66623.414	53095.926	59717.754	83667.92	74100.21	122727.58	74135.53	106221.766	0	60225.92	67002.31	58841.27	77546.22	99252.586	77163.41	71488.234	0	81321.516	76670.78	63208.742	58975.496	0	0	0	88397.44	56588.6	0	0	0	0	0	87713.39	0	0	0	0	77026.38	115876.62	53491.742	0	213806.4	126347.516	142966.34	202224.02	0	197807.5	137692.02	203237.23	171903.73	166033.36	124452.29	244718.28	161921.23	210552.83	0	0	197165.52	183011.03	237212.55	230494.73	129237.69	187218.98	242021.61	147037.4	152336.77	165917.47	218215.84	167189.73	230820.39	178489.33	177641.89	189344.61	274073.06	166691.61	153146.38	140711.23	0	0	152333.17	0	0	0	230351.06	155669.44	0	162171.05	30009.37
sp|Q7TPD0|INT3_MOUSE	Q7TPD0	INT3_MOUSE	Ints3	0	26838.084	0	0	0	0	0	27709.367	0	0	0	0	0	0	0	31865.76	41477.91	0	0	0	18602.875	0	38775.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32328.51	41648.098	0	0	0	0	0	53151.727	0	40675.855	0	0	0	0	0	38507.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51574.812	34984.684	0	40688.645	49332.348	0	87515.984	0	0	0	0	0	0	0	0	0	44449.785	0	0	38364.55	0
sp|Q7TPE5|S7A6O_MOUSE	Q7TPE5	S7A6O_MOUSE	Slc7a6os	0	22744.328	0	0	0	0	0	0	0	0	18562.178	0	0	0	0	0	10033.951	0	0	0	0	0	0	0	17950.428	0	0	0	0	0	0	0	0	0	5763.7637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42146.08	0	0	0	30765.8	0	0	63159.934	0	0	23737.572	0	41217.43	44538.55	40172.38	37408.363	0	0	0	0	0	0	24745.773	0	0	29620.496	0	0	0	0	0	0	32830.33	0	0	0	71241.164	0	0	31120.09	0
sp|Q7TPH6|MYCB2_MOUSE	Q7TPH6	MYCB2_MOUSE	Mycbp2	448491.16	0	607697.94	261400.75	412807	766539.2	0	319921.94	0	220992.55	233553.25	367285.16	294420.66	319948.28	0	400999.47	0	0	345774.2	254338.38	148183.53	264344.12	223931.2	300613.38	321331.16	0	272632.06	339842.84	520521	315716.03	0	0	0	382986.75	194608.11	0	0	0	0	0	592894.4	0	0	0	0	386230.75	472838.72	243411.56	0	774705.8	559041.4	0	364269.5	0	403648.6	310739.38	554678.6	639911.25	0	849663.8	380414.78	844109.44	712981.56	0	254823.17	341049.12	370781.9	574867.9	401409.9	269953.6	401527.9	435654.28	297488.97	356399.66	634519.94	318902.56	283754.6	481927.75	287362.06	389354.84	385010.4	483142.78	326983.2	361990.03	315625.66	0	0	404557.75	0	28019.164	132198.34	705091.06	312795.5	0	166045.03	145702.11
